Protein	CTRL.28.4.1	CTRL.30.1.1	CTRL.30.5.1	CTRL.30.7.1	CTRL.39.2.1	CTRL.39.3.1	CTRL.39.6.1	CTRL.39.12.1	CTRL.39.13.1	VAN.30.7.5	VAN.42.10.5	VAN.42.11.5	CTRL.28.4.1.Norm	CTRL.30.1.1.Norm	CTRL.30.5.1.Norm	CTRL.30.7.1.Norm	CTRL.39.2.1.Norm	CTRL.39.3.1.Norm	CTRL.39.6.1.Norm	CTRL.39.12.1.Norm	CTRL.39.13.1.Norm	VAN.30.7.5.Norm	VAN.42.10.5.Norm	VAN.42.11.5.Norm
NFIB_HUMAN	1	1	0	0	2	1	0	0	0	0	0	0	30.5148213259476	35.8049596180841	0	0	40.5493967993132	30.3869151871674	0	0	0	0	0	0
NFIC_HUMAN	1	2	0	3	0	3	0	1	2	1	0	0	30.5148213259476	71.6099192361683	0	122.167885824112	0	91.1607455615021	0	42.7903841851546	84.2525688190082	41.4673055355995	0	0
NFIP1_HUMAN	0	0	0	0	1	1	0	1	1	0	0	1	0	0	0	0	20.2746983996566	30.3869151871674	0	42.7903841851546	42.1262844095041	0	0	36.3493338720851
NFIX_HUMAN	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	30.3869151871674	0	0	0	0	0	0
NFKB1_HUMAN	2	0	0	0	3	1	0	0	2	0	0	1	61.0296426518951	0	0	0	60.8240951989698	30.3869151871674	0	0	84.2525688190082	0	0	36.3493338720851
NFKB2_HUMAN	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	81.0987935986265	0	0	0	0	0	0	0
NFS1_HUMAN	2	1	0	2	2	1	1	0	1	1	0	1	61.0296426518951	35.8049596180841	0	81.4452572160745	40.5493967993132	30.3869151871674	41.6007345091598	0	42.1262844095041	41.4673055355995	0	36.3493338720851
NFU1_HUMAN	1	1	0	0	0	3	2	0	1	0	0	2	30.5148213259476	35.8049596180841	0	0	0	91.1607455615021	83.2014690183197	0	42.1262844095041	0	0	72.6986677441703
NGAP_HUMAN	2	1	0	1	0	1	0	0	0	2	0	0	61.0296426518951	35.8049596180841	0	40.7226286080373	0	30.3869151871674	0	0	0	82.934611071199	0	0
NH2L1_HUMAN	0	2	1	1	3	2	2	2	2	2	2	2	0	71.6099192361683	39.8604250393421	40.7226286080373	60.8240951989698	60.7738303743347	83.2014690183197	85.5807683703091	84.2525688190082	82.934611071199	91.6347987785089	72.6986677441703
NHLC2_HUMAN	1	1	2	1	1	2	2	1	1	1	0	0	30.5148213259476	35.8049596180841	79.7208500786843	40.7226286080373	20.2746983996566	60.7738303743347	83.2014690183197	42.7903841851546	42.1262844095041	41.4673055355995	0	0
NHLC3_HUMAN	3	2	2	3	4	2	2	2	1	3	1	2	91.5444639778427	71.6099192361683	79.7208500786843	122.167885824112	81.0987935986265	60.7738303743347	83.2014690183197	85.5807683703091	42.1262844095041	124.401916606799	45.8173993892544	72.6986677441703
NHP2_HUMAN	4	3	3	1	5	1	3	1	2	0	3	3	122.05928530379	107.414878854252	119.581275118026	40.7226286080373	101.373491998283	30.3869151871674	124.80220352748	42.7903841851546	84.2525688190082	0	137.452198167763	109.048001616255
NHRF1_HUMAN	1	1	0	1	3	1	0	0	1	1	1	2	30.5148213259476	35.8049596180841	0	40.7226286080373	60.8240951989698	30.3869151871674	0	0	42.1262844095041	41.4673055355995	45.8173993892544	72.6986677441703
NHRF2_HUMAN	2	0	1	2	8	1	2	2	1	1	1	1	61.0296426518951	0	39.8604250393421	81.4452572160745	162.197587197253	30.3869151871674	83.2014690183197	85.5807683703091	42.1262844095041	41.4673055355995	45.8173993892544	36.3493338720851
NHS_HUMAN	0	1	0	0	0	0	0	0	0	0	0	0	0	35.8049596180841	0	0	0	0	0	0	0	0	0	0
NHSL2_HUMAN	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	42.1262844095041	0	0	0
NIBAN_HUMAN	20	24	28	27	41	30	27	19	28	23	14	15	610.296426518951	859.319030834019	1116.09190110158	1099.51097241701	831.262634385921	911.607455615021	1123.21983174732	813.017299517937	1179.53596346612	953.748027318789	641.443591449562	545.240008081277
NIBL1_HUMAN	8	14	11	10	16	13	9	9	6	10	4	8	244.11857060758	501.269434653178	438.464675432764	407.226286080373	324.395174394506	395.029897433176	374.406610582439	385.113457666391	252.757706457025	414.673055355995	183.269597557018	290.794670976681
NICA_HUMAN	10	6	4	4	9	8	4	4	4	2	6	6	305.148213259476	214.829757708505	159.441700157369	162.890514432149	182.47228559691	243.095321497339	166.402938036639	171.161536740618	168.505137638016	82.934611071199	274.904396335527	218.096003232511
NID1_HUMAN	8	5	6	4	13	8	6	3	3	3	4	7	244.11857060758	179.024798090421	239.162550236053	162.890514432149	263.571079195536	243.095321497339	249.604407054959	128.371152555464	126.378853228512	124.401916606799	183.269597557018	254.445337104596
NID2_HUMAN	35	22	17	22	44	21	13	18	12	21	7	20	1068.01874640816	787.709111597851	677.627225668816	895.89782937682	892.086729584891	638.125218930514	540.809548619078	770.226915332782	505.515412914049	870.81341624759	320.721795724781	726.986677441703
NIF3L_HUMAN	1	2	1	1	2	3	0	1	0	2	0	1	30.5148213259476	71.6099192361683	39.8604250393421	40.7226286080373	40.5493967993132	91.1607455615021	0	42.7903841851546	0	82.934611071199	0	36.3493338720851
NIPS1_HUMAN	4	1	2	4	6	3	0	2	2	2	2	5	122.05928530379	35.8049596180841	79.7208500786843	162.890514432149	121.64819039794	91.1607455615021	0	85.5807683703091	84.2525688190082	82.934611071199	91.6347987785089	181.746669360426
NIPS2_HUMAN	3	1	1	1	3	3	1	0	0	1	0	3	91.5444639778427	35.8049596180841	39.8604250393421	40.7226286080373	60.8240951989698	91.1607455615021	41.6007345091598	0	0	41.4673055355995	0	109.048001616255
NIT1_HUMAN	2	2	3	3	2	2	4	2	1	4	1	3	61.0296426518951	71.6099192361683	119.581275118026	122.167885824112	40.5493967993132	60.7738303743347	166.402938036639	85.5807683703091	42.1262844095041	165.869222142398	45.8173993892544	109.048001616255
NIT2_HUMAN	9	6	8	8	17	9	7	9	6	7	8	10	274.633391933528	214.829757708505	318.883400314737	325.781028864298	344.669872794162	273.482236684506	291.205141564119	385.113457666391	252.757706457025	290.271138749197	366.539195114036	363.493338720851
NLRX1_HUMAN	0	2	0	1	0	0	0	0	0	1	0	0	0	71.6099192361683	0	40.7226286080373	0	0	0	0	0	41.4673055355995	0	0
NLTP_HUMAN	4	3	2	2	5	1	3	1	2	1	4	4	122.05928530379	107.414878854252	79.7208500786843	81.4452572160745	101.373491998283	30.3869151871674	124.80220352748	42.7903841851546	84.2525688190082	41.4673055355995	183.269597557018	145.397335488341
NMD3_HUMAN	0	1	1	1	0	2	0	0	0	0	0	0	0	35.8049596180841	39.8604250393421	40.7226286080373	0	60.7738303743347	0	0	0	0	0	0
NMI_HUMAN	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	45.8173993892544	72.6986677441703
NMT1_HUMAN	2	1	2	2	4	1	1	1	1	2	0	2	61.0296426518951	35.8049596180841	79.7208500786843	81.4452572160745	81.0987935986265	30.3869151871674	41.6007345091598	42.7903841851546	42.1262844095041	82.934611071199	0	72.6986677441703
NMT2_HUMAN	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	40.7226286080373	0	0	0	0	0	41.4673055355995	0	0
NNMT_HUMAN	16	16	18	12	29	12	14	14	17	13	12	12	488.237141215161	572.879353889346	717.487650708159	488.671543296447	587.966253590042	364.642982246008	582.410283128238	599.065378592164	716.14683496157	539.074971962794	549.808792671053	436.192006465022
NNRD_HUMAN	1	3	1	1	6	2	2	2	2	2	0	5	30.5148213259476	107.414878854252	39.8604250393421	40.7226286080373	121.64819039794	60.7738303743347	83.2014690183197	85.5807683703091	84.2525688190082	82.934611071199	0	181.746669360426
NNRE_HUMAN	7	5	4	2	9	6	4	5	5	2	3	2	213.603749281633	179.024798090421	159.441700157369	81.4452572160745	182.47228559691	182.321491123004	166.402938036639	213.951920925773	210.631422047521	82.934611071199	137.452198167763	72.6986677441703
NNTM_HUMAN	1	7	1	3	2	3	1	0	5	4	2	2	30.5148213259476	250.634717326589	39.8604250393421	122.167885824112	40.5493967993132	91.1607455615021	41.6007345091598	0	210.631422047521	165.869222142398	91.6347987785089	72.6986677441703
NOC2L_HUMAN	1	1	1	1	0	0	0	0	0	1	0	0	30.5148213259476	35.8049596180841	39.8604250393421	40.7226286080373	0	0	0	0	0	41.4673055355995	0	0
NOG1_HUMAN	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	40.5493967993132	30.3869151871674	0	42.7903841851546	0	0	0	0
NOL3_HUMAN	0	0	1	1	0	0	0	0	0	0	0	0	0	0	39.8604250393421	40.7226286080373	0	0	0	0	0	0	0	0
NOLC1_HUMAN	2	0	0	1	1	1	0	1	1	0	0	0	61.0296426518951	0	0	40.7226286080373	20.2746983996566	30.3869151871674	0	42.7903841851546	42.1262844095041	0	0	0
NOMO1_HUMAN	0	0	3	0	0	0	0	3	0	1	0	4	0	0	119.581275118026	0	0	0	0	128.371152555464	0	41.4673055355995	0	145.397335488341
NOMO2_HUMAN	5	3	0	0	0	4	3	0	2	0	0	0	152.574106629738	107.414878854252	0	0	0	121.547660748669	124.80220352748	0	84.2525688190082	0	0	0
NOMO3_HUMAN	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	141.922888797596	0	0	0	0	0	0	0
NONO_HUMAN	8	7	7	7	20	7	10	8	6	7	6	9	244.11857060758	250.634717326589	279.022975275395	285.058400256261	405.493967993132	212.708406310171	416.007345091598	342.323073481237	252.757706457025	290.271138749197	274.904396335527	327.144004848766
NOP2_HUMAN	1	0	0	0	1	0	1	1	0	1	0	1	30.5148213259476	0	0	0	20.2746983996566	0	41.6007345091598	42.7903841851546	0	41.4673055355995	0	36.3493338720851
NOP56_HUMAN	4	4	4	3	4	4	2	5	2	3	3	4	122.05928530379	143.219838472337	159.441700157369	122.167885824112	81.0987935986265	121.547660748669	83.2014690183197	213.951920925773	84.2525688190082	124.401916606799	137.452198167763	145.397335488341
NOP58_HUMAN	4	4	2	4	6	6	2	1	5	2	0	1	122.05928530379	143.219838472337	79.7208500786843	162.890514432149	121.64819039794	182.321491123004	83.2014690183197	42.7903841851546	210.631422047521	82.934611071199	0	36.3493338720851
NOSIP_HUMAN	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	36.3493338720851
NOTC2_HUMAN	12	9	13	7	25	11	10	10	7	7	7	12	366.177855911371	322.244636562757	518.185525511448	285.058400256261	506.867459991415	334.256067058841	416.007345091598	427.903841851546	294.883990866529	290.271138749197	320.721795724781	436.192006465022
NOTC3_HUMAN	6	5	7	6	9	4	4	3	3	7	4	4	183.088927955685	179.024798090421	279.022975275395	244.335771648223	182.47228559691	121.547660748669	166.402938036639	128.371152555464	126.378853228512	290.271138749197	183.269597557018	145.397335488341
NOX4_HUMAN	1	1	1	1	0	0	1	0	1	1	0	0	30.5148213259476	35.8049596180841	39.8604250393421	40.7226286080373	0	0	41.6007345091598	0	42.1262844095041	41.4673055355995	0	0
NP1L1_HUMAN	19	16	13	18	46	22	14	17	17	13	18	22	579.781605193004	572.879353889346	518.185525511448	733.00731494467	932.636126384204	668.512134117682	582.410283128238	727.436531147628	716.14683496157	539.074971962794	824.71318900658	799.685345185873
NP1L4_HUMAN	7	8	8	8	17	8	8	8	8	3	8	11	213.603749281633	286.439676944673	318.883400314737	325.781028864298	344.669872794162	243.095321497339	332.805876073279	342.323073481237	337.010275276033	124.401916606799	366.539195114036	399.842672592936
NPC1_HUMAN	10	6	2	4	9	5	3	1	1	3	1	4	305.148213259476	214.829757708505	79.7208500786843	162.890514432149	182.47228559691	151.934575935837	124.80220352748	42.7903841851546	42.1262844095041	124.401916606799	45.8173993892544	145.397335488341
NPC2_HUMAN	4	4	4	2	6	5	4	2	4	2	4	3	122.05928530379	143.219838472337	159.441700157369	81.4452572160745	121.64819039794	151.934575935837	166.402938036639	85.5807683703091	168.505137638016	82.934611071199	183.269597557018	109.048001616255
NPL4_HUMAN	3	1	2	2	0	1	1	0	2	1	0	0	91.5444639778427	35.8049596180841	79.7208500786843	81.4452572160745	0	30.3869151871674	41.6007345091598	0	84.2525688190082	41.4673055355995	0	0
NPM_HUMAN	16	17	11	12	34	14	12	11	7	8	18	14	488.237141215161	608.68431350743	438.464675432764	488.671543296447	689.339745588325	425.416812620343	499.208814109918	470.6942260367	294.883990866529	331.738444284796	824.71318900658	508.890674209192
NPM3_HUMAN	1	0	0	0	1	2	0	1	0	1	0	1	30.5148213259476	0	0	0	20.2746983996566	60.7738303743347	0	42.7903841851546	0	41.4673055355995	0	36.3493338720851
NPS3A_HUMAN	8	8	9	5	10	7	5	2	6	4	5	9	244.11857060758	286.439676944673	358.743825354079	203.613143040186	202.746983996566	212.708406310171	208.003672545799	85.5807683703091	252.757706457025	165.869222142398	229.086996946272	327.144004848766
NPTN_HUMAN	8	3	8	6	20	6	5	5	3	4	5	9	244.11857060758	107.414878854252	318.883400314737	244.335771648223	405.493967993132	182.321491123004	208.003672545799	213.951920925773	126.378853228512	165.869222142398	229.086996946272	327.144004848766
NQO1_HUMAN	3	2	4	0	4	2	2	0	2	1	1	3	91.5444639778427	71.6099192361683	159.441700157369	0	81.0987935986265	60.7738303743347	83.2014690183197	0	84.2525688190082	41.4673055355995	45.8173993892544	109.048001616255
NQO2_HUMAN	1	1	0	0	3	2	2	0	0	1	0	0	30.5148213259476	35.8049596180841	0	0	60.8240951989698	60.7738303743347	83.2014690183197	0	0	41.4673055355995	0	0
NRBF2_HUMAN	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	60.7738303743347	0	0	0	0	0	0
NRBP_HUMAN	5	3	5	2	4	1	3	1	1	1	1	3	152.574106629738	107.414878854252	199.302125196711	81.4452572160745	81.0987935986265	30.3869151871674	124.80220352748	42.7903841851546	42.1262844095041	41.4673055355995	45.8173993892544	109.048001616255
NRBP2_HUMAN	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	40.7226286080373	0	0	0	0	0	41.4673055355995	0	0
NRDC_HUMAN	1	2	3	3	2	1	1	0	1	3	0	0	30.5148213259476	71.6099192361683	119.581275118026	122.167885824112	40.5493967993132	30.3869151871674	41.6007345091598	0	42.1262844095041	124.401916606799	0	0
NRP1_HUMAN	10	9	7	6	13	12	4	2	4	5	5	7	305.148213259476	322.244636562757	279.022975275395	244.335771648223	263.571079195536	364.642982246008	166.402938036639	85.5807683703091	168.505137638016	207.336527677998	229.086996946272	254.445337104596
NRP2_HUMAN	1	1	1	1	5	0	0	0	1	1	0	0	30.5148213259476	35.8049596180841	39.8604250393421	40.7226286080373	101.373491998283	0	0	0	42.1262844095041	41.4673055355995	0	0
NSDHL_HUMAN	1	0	0	1	0	0	2	0	0	1	0	0	30.5148213259476	0	0	40.7226286080373	0	0	83.2014690183197	0	0	41.4673055355995	0	0
NSF_HUMAN	4	11	10	11	11	6	5	8	6	11	5	5	122.05928530379	393.854555798925	398.604250393421	447.94891468841	223.021682396223	182.321491123004	208.003672545799	342.323073481237	252.757706457025	456.140360891595	229.086996946272	181.746669360426
NSF1C_HUMAN	15	12	8	9	26	14	7	9	9	9	7	14	457.722319889213	429.65951541701	318.883400314737	366.503657472335	527.142158391072	425.416812620343	291.205141564119	385.113457666391	379.136559685537	373.205749820396	320.721795724781	508.890674209192
NSUN2_HUMAN	3	0	1	0	4	2	2	2	0	0	0	2	91.5444639778427	0	39.8604250393421	0	81.0987935986265	60.7738303743347	83.2014690183197	85.5807683703091	0	0	0	72.6986677441703
NT5C_HUMAN	5	2	2	5	10	4	3	3	2	5	2	6	152.574106629738	71.6099192361683	79.7208500786843	203.613143040186	202.746983996566	121.547660748669	124.80220352748	128.371152555464	84.2525688190082	207.336527677998	91.6347987785089	218.096003232511
NT5D1_HUMAN	2	1	3	0	0	1	0	0	0	0	0	0	61.0296426518951	35.8049596180841	119.581275118026	0	0	30.3869151871674	0	0	0	0	0	0
NTAN1_HUMAN	1	0	0	0	1	1	0	0	0	0	0	1	30.5148213259476	0	0	0	20.2746983996566	30.3869151871674	0	0	0	0	0	36.3493338720851
NTAQ1_HUMAN	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	40.7226286080373	0	0	0	0	0	0	0	0
NTF2_HUMAN	6	5	4	6	7	5	6	3	3	6	5	4	183.088927955685	179.024798090421	159.441700157369	244.335771648223	141.922888797596	151.934575935837	249.604407054959	128.371152555464	126.378853228512	248.803833213597	229.086996946272	145.397335488341
NTKL_HUMAN	1	0	0	0	0	1	0	1	0	1	0	0	30.5148213259476	0	0	0	0	30.3869151871674	0	42.7903841851546	0	41.4673055355995	0	0
NTM1A_HUMAN	3	2	2	2	0	3	3	2	0	2	2	3	91.5444639778427	71.6099192361683	79.7208500786843	81.4452572160745	0	91.1607455615021	124.80220352748	85.5807683703091	0	82.934611071199	91.6347987785089	109.048001616255
NTPCR_HUMAN	2	3	1	1	3	0	2	0	0	1	3	0	61.0296426518951	107.414878854252	39.8604250393421	40.7226286080373	60.8240951989698	0	83.2014690183197	0	0	41.4673055355995	137.452198167763	0
NTRI_HUMAN	4	1	2	1	5	2	2	0	1	1	3	3	122.05928530379	35.8049596180841	79.7208500786843	40.7226286080373	101.373491998283	60.7738303743347	83.2014690183197	0	42.1262844095041	41.4673055355995	137.452198167763	109.048001616255
NTRK3_HUMAN	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	20.2746983996566	0	0	0	0	0	0	0
NU107_HUMAN	0	3	2	2	0	2	0	0	0	2	0	0	0	107.414878854252	79.7208500786843	81.4452572160745	0	60.7738303743347	0	0	0	82.934611071199	0	0
NU153_HUMAN	2	1	0	0	2	1	0	0	0	0	0	0	61.0296426518951	35.8049596180841	0	0	40.5493967993132	30.3869151871674	0	0	0	0	0	0
NU214_HUMAN	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	30.3869151871674	0	0	84.2525688190082	0	0	0
NUA4L_HUMAN	0	0	3	0	2	0	2	0	0	0	0	0	0	0	119.581275118026	0	40.5493967993132	0	83.2014690183197	0	0	0	0	0
NUB1_HUMAN	1	0	0	0	0	1	0	0	0	0	0	0	30.5148213259476	0	0	0	0	30.3869151871674	0	0	0	0	0	0
NUBP2_HUMAN	1	0	0	1	2	1	0	2	0	0	0	2	30.5148213259476	0	0	40.7226286080373	40.5493967993132	30.3869151871674	0	85.5807683703091	0	0	0	72.6986677441703
NUBPL_HUMAN	0	1	0	0	0	0	0	0	0	1	0	0	0	35.8049596180841	0	0	0	0	0	0	0	41.4673055355995	0	0
NUCB1_HUMAN	8	5	3	3	15	6	5	3	5	3	6	10	244.11857060758	179.024798090421	119.581275118026	122.167885824112	304.120475994849	182.321491123004	208.003672545799	128.371152555464	210.631422047521	124.401916606799	274.904396335527	363.493338720851
NUCB2_HUMAN	3	1	1	0	8	3	1	1	1	1	3	3	91.5444639778427	35.8049596180841	39.8604250393421	0	162.197587197253	91.1607455615021	41.6007345091598	42.7903841851546	42.1262844095041	41.4673055355995	137.452198167763	109.048001616255
NUCG_HUMAN	0	1	0	0	0	0	0	0	0	0	0	0	0	35.8049596180841	0	0	0	0	0	0	0	0	0	0
NUCKS_HUMAN	1	0	0	0	0	0	0	0	0	0	0	0	30.5148213259476	0	0	0	0	0	0	0	0	0	0	0
NUCL_HUMAN	26	14	16	10	47	18	15	13	16	9	19	17	793.385354474636	501.269434653178	637.766800629474	407.226286080373	952.910824783861	546.964473369012	624.011017637398	556.274994407009	674.020550552066	373.205749820396	870.530588395835	617.938675825447
NUD16_HUMAN	2	1	1	1	1	1	4	1	0	0	1	3	61.0296426518951	35.8049596180841	39.8604250393421	40.7226286080373	20.2746983996566	30.3869151871674	166.402938036639	42.7903841851546	0	0	45.8173993892544	109.048001616255
NUD19_HUMAN	2	1	1	0	2	2	1	0	0	0	0	0	61.0296426518951	35.8049596180841	39.8604250393421	0	40.5493967993132	60.7738303743347	41.6007345091598	0	0	0	0	0
NUDC_HUMAN	2	0	1	1	4	2	2	1	1	0	4	4	61.0296426518951	0	39.8604250393421	40.7226286080373	81.0987935986265	60.7738303743347	83.2014690183197	42.7903841851546	42.1262844095041	0	183.269597557018	145.397335488341
NUDC1_HUMAN	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	41.4673055355995	0	0
NUDC2_HUMAN	2	2	2	0	2	2	1	1	1	0	0	2	61.0296426518951	71.6099192361683	79.7208500786843	0	40.5493967993132	60.7738303743347	41.6007345091598	42.7903841851546	42.1262844095041	0	0	72.6986677441703
NUDC3_HUMAN	2	1	1	1	4	1	1	1	0	1	1	1	61.0296426518951	35.8049596180841	39.8604250393421	40.7226286080373	81.0987935986265	30.3869151871674	41.6007345091598	42.7903841851546	0	41.4673055355995	45.8173993892544	36.3493338720851
NUDT3_HUMAN	0	1	0	0	0	1	0	0	0	0	0	0	0	35.8049596180841	0	0	0	30.3869151871674	0	0	0	0	0	0
NUDT4_HUMAN	2	2	1	0	1	1	0	0	2	1	0	1	61.0296426518951	71.6099192361683	39.8604250393421	0	20.2746983996566	30.3869151871674	0	0	84.2525688190082	41.4673055355995	0	36.3493338720851
NUDT5_HUMAN	6	4	6	4	9	6	4	2	3	3	2	7	183.088927955685	143.219838472337	239.162550236053	162.890514432149	182.47228559691	182.321491123004	166.402938036639	85.5807683703091	126.378853228512	124.401916606799	91.6347987785089	254.445337104596
NUDT9_HUMAN	1	0	0	1	1	1	0	0	1	1	0	0	30.5148213259476	0	0	40.7226286080373	20.2746983996566	30.3869151871674	0	0	42.1262844095041	41.4673055355995	0	0
NUFP2_HUMAN	1	0	0	0	2	1	0	0	1	0	0	1	30.5148213259476	0	0	0	40.5493967993132	30.3869151871674	0	0	42.1262844095041	0	0	36.3493338720851
NUMA1_HUMAN	0	6	4	3	4	5	4	3	3	5	0	0	0	214.829757708505	159.441700157369	122.167885824112	81.0987935986265	151.934575935837	166.402938036639	128.371152555464	126.378853228512	207.336527677998	0	0
NUMB_HUMAN	1	1	0	0	2	0	0	0	2	0	0	0	30.5148213259476	35.8049596180841	0	0	40.5493967993132	0	0	0	84.2525688190082	0	0	0
NUMBL_HUMAN	1	1	1	1	1	2	0	0	1	0	0	1	30.5148213259476	35.8049596180841	39.8604250393421	40.7226286080373	20.2746983996566	60.7738303743347	0	0	42.1262844095041	0	0	36.3493338720851
NUP37_HUMAN	1	0	0	0	0	0	0	0	0	0	0	0	30.5148213259476	0	0	0	0	0	0	0	0	0	0	0
NUP43_HUMAN	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	40.7226286080373	20.2746983996566	30.3869151871674	0	0	0	0	0	0
NUP50_HUMAN	1	0	0	0	0	1	0	0	0	0	0	0	30.5148213259476	0	0	0	0	30.3869151871674	0	0	0	0	0	0
NUP53_HUMAN	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	40.7226286080373	0	0	0	0	0	0	45.8173993892544	36.3493338720851
NUP54_HUMAN	1	0	1	0	1	0	1	0	1	0	0	1	30.5148213259476	0	39.8604250393421	0	20.2746983996566	0	41.6007345091598	0	42.1262844095041	0	0	36.3493338720851
NUP62_HUMAN	3	1	1	0	4	0	1	0	0	1	3	3	91.5444639778427	35.8049596180841	39.8604250393421	0	81.0987935986265	0	41.6007345091598	0	0	41.4673055355995	137.452198167763	109.048001616255
NUP85_HUMAN	0	0	0	2	0	1	1	0	1	1	0	0	0	0	0	81.4452572160745	0	30.3869151871674	41.6007345091598	0	42.1262844095041	41.4673055355995	0	0
NUP93_HUMAN	1	4	1	1	3	2	1	1	1	2	0	1	30.5148213259476	143.219838472337	39.8604250393421	40.7226286080373	60.8240951989698	60.7738303743347	41.6007345091598	42.7903841851546	42.1262844095041	82.934611071199	0	36.3493338720851
NUP98_HUMAN	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	30.3869151871674	0	0	0	0	0	0
NXF2_HUMAN	0	1	0	0	0	0	0	0	0	0	0	0	0	35.8049596180841	0	0	0	0	0	0	0	0	0	0
NXP20_HUMAN	12	7	6	7	20	11	10	10	9	7	7	9	366.177855911371	250.634717326589	239.162550236053	285.058400256261	405.493967993132	334.256067058841	416.007345091598	427.903841851546	379.136559685537	290.271138749197	320.721795724781	327.144004848766
OAT_HUMAN	8	9	4	7	7	8	4	8	8	6	3	4	244.11857060758	322.244636562757	159.441700157369	285.058400256261	141.922888797596	243.095321497339	166.402938036639	342.323073481237	337.010275276033	248.803833213597	137.452198167763	145.397335488341
OCAD1_HUMAN	3	5	2	2	12	3	1	2	2	2	2	4	91.5444639778427	179.024798090421	79.7208500786843	81.4452572160745	243.296380795879	91.1607455615021	41.6007345091598	85.5807683703091	84.2525688190082	82.934611071199	91.6347987785089	145.397335488341
ODB2_HUMAN	4	4	1	2	2	2	1	1	1	2	0	1	122.05928530379	143.219838472337	39.8604250393421	81.4452572160745	40.5493967993132	60.7738303743347	41.6007345091598	42.7903841851546	42.1262844095041	82.934611071199	0	36.3493338720851
ODBA_HUMAN	2	1	0	0	0	1	0	0	0	1	0	0	61.0296426518951	35.8049596180841	0	0	0	30.3869151871674	0	0	0	41.4673055355995	0	0
ODBB_HUMAN	0	0	1	0	0	1	0	0	0	0	0	0	0	0	39.8604250393421	0	0	30.3869151871674	0	0	0	0	0	0
ODO1_HUMAN	2	7	4	5	3	3	2	2	5	3	0	3	61.0296426518951	250.634717326589	159.441700157369	203.613143040186	60.8240951989698	91.1607455615021	83.2014690183197	85.5807683703091	210.631422047521	124.401916606799	0	109.048001616255
ODO2_HUMAN	8	7	5	6	17	8	6	8	4	6	7	6	244.11857060758	250.634717326589	199.302125196711	244.335771648223	344.669872794162	243.095321497339	249.604407054959	342.323073481237	168.505137638016	248.803833213597	320.721795724781	218.096003232511
ODP2_HUMAN	2	2	1	0	3	1	1	1	1	1	0	2	61.0296426518951	71.6099192361683	39.8604250393421	0	60.8240951989698	30.3869151871674	41.6007345091598	42.7903841851546	42.1262844095041	41.4673055355995	0	72.6986677441703
ODPA_HUMAN	2	4	3	4	7	1	4	2	3	4	0	5	61.0296426518951	143.219838472337	119.581275118026	162.890514432149	141.922888797596	30.3869151871674	166.402938036639	85.5807683703091	126.378853228512	165.869222142398	0	181.746669360426
ODPB_HUMAN	9	9	7	4	16	12	4	6	4	8	6	8	274.633391933528	322.244636562757	279.022975275395	162.890514432149	324.395174394506	364.642982246008	166.402938036639	256.742305110927	168.505137638016	331.738444284796	274.904396335527	290.794670976681
ODPX_HUMAN	1	0	0	1	0	0	0	1	1	3	2	0	30.5148213259476	0	0	40.7226286080373	0	0	0	42.7903841851546	42.1262844095041	124.401916606799	91.6347987785089	0
OFUT1_HUMAN	6	6	2	4	9	7	3	4	2	2	1	2	183.088927955685	214.829757708505	79.7208500786843	162.890514432149	182.47228559691	212.708406310171	124.80220352748	171.161536740618	84.2525688190082	82.934611071199	45.8173993892544	72.6986677441703
OFUT2_HUMAN	3	1	0	2	5	6	1	0	5	0	1	3	91.5444639778427	35.8049596180841	0	81.4452572160745	101.373491998283	182.321491123004	41.6007345091598	0	210.631422047521	0	45.8173993892544	109.048001616255
OGA_HUMAN	1	3	1	1	0	3	1	2	2	0	1	0	30.5148213259476	107.414878854252	39.8604250393421	40.7226286080373	0	91.1607455615021	41.6007345091598	85.5807683703091	84.2525688190082	0	45.8173993892544	0
OGFR_HUMAN	3	2	0	1	1	2	0	0	0	0	0	0	91.5444639778427	71.6099192361683	0	40.7226286080373	20.2746983996566	60.7738303743347	0	0	0	0	0	0
